emp_id,dept,job_grade,fte,month,gross,bonus,overtime,taxes,deductions,net,hours_worked,location,currency
E100092,Logistics,Junior,0.900358137399761,2025-07,761.21,50.79,64.97,175.39,3.01,698.57,131.4,Warehouse,USD
E100092,Logistics,Junior,0.900358137399761,2025-08,777.83,83.78,0.0,172.32,10.84,678.45,140.8,Warehouse,USD
E100093,Logistics,Middle,1.0,2024-09,1368.56,178.78,23.16,314.1,47.6,1208.8,163.9,HQ,USD
E100093,Logistics,Middle,1.0,2024-10,1454.22,184.13,81.73,344.02,46.75,1329.31,155.2,HQ,USD
E100093,Logistics,Middle,1.0,2024-11,1338.17,19.97,69.71,285.57,46.72,1095.56,170.3,HQ,USD
E100093,Logistics,Middle,1.0,2024-12,1343.76,136.58,101.23,316.31,24.45,1240.81,173.4,HQ,USD
E100093,Logistics,Middle,1.0,2025-01,1366.1,125.14,36.91,305.63,10.75,1211.77,164.5,HQ,USD
E100093,Logistics,Middle,1.0,2025-02,1277.12,251.43,0.0,305.71,27.17,1195.67,169.2,HQ,USD
E100093,Logistics,Middle,1.0,2025-03,1306.16,341.27,37.53,336.99,27.97,1320.0,164.6,HQ,USD
E100093,Logistics,Middle,1.0,2025-04,1284.46,178.76,128.28,318.3,32.36,1240.84,174.1,HQ,USD
E100093,Logistics,Middle,1.0,2025-05,1323.95,340.95,125.85,358.15,2.57,1430.03,180.9,HQ,USD
E100093,Logistics,Middle,1.0,2025-06,1419.5,318.94,72.88,362.26,43.45,1405.61,154.5,HQ,USD
E100093,Logistics,Middle,1.0,2025-07,1377.02,140.84,177.57,339.09,33.58,1322.76,167.5,HQ,USD
E100093,Logistics,Middle,1.0,2025-08,1460.45,166.51,103.0,345.99,32.47,1351.5,167.7,HQ,USD
E100094,Logistics,Junior,0.7222005719271427,2024-09,636.14,78.51,69.38,156.81,0.0,627.22,120.3,HQ,USD
E100094,Logistics,Junior,0.7222005719271427,2024-10,591.13,33.18,39.5,132.76,19.08,511.97,123.9,HQ,USD
E100094,Logistics,Junior,0.7222005719271427,2024-11,668.48,121.2,62.44,170.42,12.79,668.91,110.0,HQ,USD
E100094,Logistics,Junior,0.7222005719271427,2024-12,591.66,105.7,28.34,145.14,5.64,574.92,102.1,HQ,USD
E100094,Logistics,Junior,0.7222005719271427,2025-01,666.26,54.45,44.32,153.01,21.58,590.44,105.1,HQ,USD
E100095,Sales,Junior,0.9652476587806481,2024-09,1016.3,109.81,0.0,225.22,24.19,876.7,164.4,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2024-10,1013.85,162.1,0.0,235.19,30.74,910.02,152.9,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2024-11,926.84,138.37,0.0,213.04,21.73,830.44,159.1,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2024-12,924.55,47.39,0.0,194.39,27.65,749.9,163.8,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2025-01,946.1,14.58,0.0,192.14,17.84,750.7,156.0,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2025-02,1048.85,99.42,0.0,229.65,6.19,912.43,159.3,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2025-03,999.99,4.8,0.0,200.96,23.51,780.32,154.0,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2025-04,976.21,90.39,0.0,213.32,11.7,841.58,148.3,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2025-05,1020.63,123.82,0.0,228.89,21.92,893.64,152.9,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2025-06,947.96,90.44,0.0,207.68,42.73,787.99,148.3,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2025-07,932.54,326.92,0.0,251.89,22.58,984.99,143.4,Warehouse,USD
E100095,Sales,Junior,0.9652476587806481,2025-08,954.69,53.75,0.0,201.69,27.77,778.98,152.8,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2024-09,1278.09,297.34,100.1,335.11,38.0,1302.42,144.6,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2024-10,1163.11,189.35,128.48,296.19,24.83,1159.92,155.5,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2024-11,1230.18,165.88,76.98,294.61,26.29,1152.14,131.1,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2024-12,1137.66,154.13,33.21,265.0,26.59,1033.41,141.3,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2025-01,1123.99,187.05,65.59,275.33,7.11,1094.19,155.4,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2025-02,1160.92,132.74,38.16,266.36,17.55,1047.91,153.5,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2025-03,1215.65,183.69,54.25,290.72,31.84,1131.03,141.7,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2025-04,1162.99,167.08,32.5,272.51,26.19,1063.87,142.8,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2025-05,1259.29,96.54,107.68,292.7,13.77,1157.04,136.5,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2025-06,1275.2,57.33,128.52,292.21,13.15,1155.69,135.5,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2025-07,1259.18,100.81,51.11,282.22,12.44,1116.44,147.8,Warehouse,USD
E100096,Logistics,Middle,0.881999922153274,2025-08,1189.33,204.24,91.43,297.0,24.66,1163.34,136.9,Warehouse,USD
E100097,Production,Middle,1.0,2024-09,1343.17,282.46,118.52,348.83,17.55,1377.77,160.3,Warehouse,USD
E100097,Production,Middle,1.0,2024-10,1337.24,54.86,78.74,294.17,21.19,1155.48,152.4,Warehouse,USD
E100097,Production,Middle,1.0,2024-11,1485.05,15.64,46.67,309.47,28.44,1209.45,153.0,Warehouse,USD
E100097,Production,Middle,1.0,2024-12,1539.97,198.21,127.1,373.06,29.79,1462.43,164.6,Warehouse,USD
E100097,Production,Middle,1.0,2025-01,1438.23,93.34,80.12,322.34,10.6,1278.75,164.3,Warehouse,USD
E100097,Production,Middle,1.0,2025-02,1453.72,267.89,48.09,353.94,44.52,1371.24,151.0,Warehouse,USD
E100097,Production,Middle,1.0,2025-03,1454.95,213.39,157.9,365.25,53.35,1407.64,160.3,Warehouse,USD
E100097,Production,Middle,1.0,2025-04,1426.91,142.3,149.74,343.79,15.09,1360.07,163.4,Warehouse,USD
E100097,Production,Middle,1.0,2025-05,1434.25,59.51,105.18,319.79,9.86,1269.29,163.4,Warehouse,USD
E100097,Production,Middle,1.0,2025-06,1455.87,123.61,2.26,316.35,22.21,1243.18,152.3,Warehouse,USD
E100097,Production,Middle,1.0,2025-07,1358.18,172.69,47.13,315.6,49.9,1212.5,154.2,Warehouse,USD
E100097,Production,Middle,1.0,2025-08,1376.99,64.87,73.86,303.14,43.83,1168.75,169.1,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2024-09,1996.31,317.12,141.86,491.06,29.15,1935.08,154.1,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2024-10,2022.73,309.52,158.42,498.13,54.05,1938.49,137.5,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2024-11,2114.6,103.25,43.36,452.24,88.01,1720.96,147.2,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2024-12,2097.26,420.88,5.49,504.73,32.56,1986.34,159.2,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2025-01,1949.97,20.84,150.54,424.27,31.27,1665.81,161.5,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2025-02,2003.47,387.84,278.05,533.87,23.02,2112.47,147.7,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2025-03,2109.34,126.53,133.97,473.97,37.44,1858.43,147.2,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2025-04,2103.65,262.93,122.42,497.8,29.48,1961.72,144.8,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2025-05,2030.24,237.27,56.96,464.89,47.18,1812.4,134.7,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2025-06,2256.62,293.59,30.41,516.12,38.82,2025.68,142.3,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2025-07,2051.14,248.84,120.69,484.13,31.11,1905.43,149.1,Warehouse,USD
E100098,Production,Senior,0.9324886047856539,2025-08,2174.27,235.07,6.85,483.24,37.45,1895.5,128.7,Warehouse,USD
E100099,IT,Middle,1.0,2024-09,1992.3,443.24,0.0,487.11,56.39,1892.04,170.6,HQ,USD
E100099,IT,Middle,1.0,2024-10,1893.67,316.45,0.0,442.02,29.3,1738.8,151.7,HQ,USD
E100099,IT,Middle,1.0,2024-11,1924.56,239.65,0.0,432.84,86.49,1644.88,157.1,HQ,USD
E100099,IT,Middle,1.0,2024-12,1828.01,199.3,0.0,405.46,60.98,1560.87,173.6,HQ,USD
E100099,IT,Middle,1.0,2025-01,1855.15,159.64,0.0,402.96,17.94,1593.89,150.2,HQ,USD
E100099,IT,Middle,1.0,2025-02,1942.08,206.32,0.0,429.68,39.86,1678.86,164.4,HQ,USD
E100099,IT,Middle,1.0,2025-03,1759.28,369.58,0.0,425.77,29.04,1674.05,164.3,HQ,USD
E100099,IT,Middle,1.0,2025-04,1820.08,393.06,0.0,442.63,34.49,1736.02,143.0,HQ,USD
E100099,IT,Middle,1.0,2025-05,1764.29,236.5,0.0,400.16,17.04,1583.59,161.2,HQ,USD
E100099,IT,Middle,1.0,2025-06,1906.01,49.57,0.0,391.12,50.92,1513.54,155.5,HQ,USD
E100099,IT,Middle,1.0,2025-07,1874.22,164.22,0.0,407.69,60.64,1570.11,159.7,HQ,USD
E100099,IT,Middle,1.0,2025-08,1970.39,175.67,0.0,429.21,48.53,1668.32,170.8,HQ,USD
E100100,IT,Middle,1.0,2024-09,1915.48,321.96,0.0,447.49,49.92,1740.03,149.0,Warehouse,USD
E100100,IT,Middle,1.0,2024-10,1962.21,207.31,0.0,433.9,25.0,1710.62,151.5,Warehouse,USD
E100100,IT,Middle,1.0,2024-11,1761.85,45.36,0.0,361.44,30.72,1415.05,159.4,Warehouse,USD
E100100,IT,Middle,1.0,2024-12,1739.0,218.29,0.0,391.46,27.24,1538.59,168.7,Warehouse,USD
E100100,IT,Middle,1.0,2025-01,1906.49,321.71,0.0,445.64,42.0,1740.56,148.8,Warehouse,USD
E100100,IT,Middle,1.0,2025-02,1731.38,58.01,0.0,357.88,32.76,1398.75,154.0,Warehouse,USD
E100100,IT,Middle,1.0,2025-03,1733.95,45.14,0.0,355.82,34.93,1388.34,164.6,Warehouse,USD
E100100,IT,Middle,1.0,2025-04,1944.85,129.35,0.0,414.84,39.24,1620.12,161.5,Warehouse,USD
E100100,IT,Middle,1.0,2025-05,2001.37,32.64,0.0,406.8,21.79,1605.42,182.4,Warehouse,USD
E100100,IT,Middle,1.0,2025-06,1976.26,0.0,0.0,395.25,28.01,1553.0,137.8,Warehouse,USD
E100100,IT,Middle,1.0,2025-07,1971.41,348.32,0.0,463.95,21.46,1834.32,156.2,Warehouse,USD
E100100,IT,Middle,1.0,2025-08,1892.8,0.0,0.0,378.56,12.84,1501.4,158.2,Warehouse,USD
E100101,HR,Middle,1.0,2024-09,1305.46,129.8,0.0,287.05,9.61,1138.6,161.7,Warehouse,USD
E100101,HR,Middle,1.0,2024-10,1209.32,191.61,0.0,280.19,26.61,1094.13,161.7,Warehouse,USD
E100101,HR,Middle,1.0,2024-11,1337.28,206.58,0.0,308.77,22.32,1212.77,158.7,Warehouse,USD
E100101,HR,Middle,1.0,2024-12,1349.89,94.01,0.0,288.78,45.24,1109.88,171.6,Warehouse,USD
E100101,HR,Middle,1.0,2025-01,1356.62,69.67,0.0,285.26,0.0,1141.03,168.6,Warehouse,USD
E100101,HR,Middle,1.0,2025-02,1223.09,82.97,0.0,261.21,38.82,1006.03,153.1,Warehouse,USD
E100101,HR,Middle,1.0,2025-03,1367.46,214.34,0.0,316.36,12.12,1253.32,159.1,Warehouse,USD
E100101,HR,Middle,1.0,2025-04,1329.67,179.21,0.0,301.78,43.18,1163.92,169.1,Warehouse,USD
E100101,HR,Middle,1.0,2025-05,1197.49,0.0,0.0,239.5,10.71,947.28,166.1,Warehouse,USD
E100101,HR,Middle,1.0,2025-06,1267.49,123.11,0.0,278.12,29.64,1082.84,171.8,Warehouse,USD
E100101,HR,Middle,1.0,2025-07,1330.2,99.71,0.0,285.98,25.91,1118.02,162.8,Warehouse,USD
E100101,HR,Middle,1.0,2025-08,1269.77,245.64,0.0,303.08,15.25,1197.08,161.0,Warehouse,USD
E100102,Logistics,Senior,0.979705805632463,2024-09,2107.45,193.85,193.85,499.03,45.29,1950.83,163.1,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2024-10,2183.67,319.58,40.14,508.68,29.9,2004.81,166.5,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2024-11,2146.1,103.86,126.71,475.33,0.0,1901.34,152.2,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2024-12,2058.19,228.95,115.04,480.44,0.0,1921.74,153.6,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2025-01,2232.49,340.61,219.05,558.43,39.96,2193.76,155.4,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2025-02,2241.18,236.86,0.0,495.61,3.41,1979.02,148.1,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2025-03,2083.94,631.8,127.11,484.33,30.98,2327.54,142.4,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2025-04,2151.98,0.0,47.9,439.98,41.86,1718.04,158.6,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2025-05,2014.25,0.0,20.03,406.86,25.2,1602.22,150.6,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2025-06,1979.42,69.37,128.76,435.51,42.72,1699.32,164.4,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2025-07,2142.48,375.75,88.68,521.38,52.16,2033.37,144.7,HQ,USD
E100102,Logistics,Senior,0.979705805632463,2025-08,2059.78,301.61,147.4,501.76,50.99,1956.04,152.6,HQ,USD
E100103,IT,Middle,1.0,2024-09,1793.37,157.47,0.0,390.17,43.42,1517.25,164.8,HQ,USD
E100103,IT,Middle,1.0,2024-10,1955.83,191.3,0.0,429.43,26.34,1691.36,148.0,HQ,USD
E100103,IT,Middle,1.0,2024-11,1964.73,293.72,0.0,451.69,48.2,1758.56,184.9,HQ,USD
E100103,IT,Middle,1.0,2024-12,1836.34,52.96,0.0,377.86,33.13,1478.31,152.2,HQ,USD
E100103,IT,Middle,1.0,2025-01,1770.51,162.57,0.0,386.62,25.02,1521.44,148.9,HQ,USD
E100103,IT,Middle,1.0,2025-02,1794.77,252.92,0.0,409.54,31.85,1606.3,166.1,HQ,USD
E100103,IT,Middle,1.0,2025-03,1849.22,257.59,0.0,421.36,49.65,1635.8,161.1,HQ,USD
E100103,IT,Middle,1.0,2025-04,1853.99,320.22,0.0,434.84,40.1,1699.27,158.2,HQ,USD
E100103,IT,Middle,1.0,2025-05,1888.1,163.41,0.0,410.3,45.15,1596.06,163.3,HQ,USD
E100103,IT,Middle,1.0,2025-06,1950.63,123.77,0.0,414.88,32.11,1627.41,156.1,HQ,USD
E100103,IT,Middle,1.0,2025-07,1960.7,145.87,0.0,421.31,44.43,1640.83,170.1,HQ,USD
E100103,IT,Middle,1.0,2025-08,1736.64,0.0,0.0,347.33,45.87,1343.44,155.5,HQ,USD
E100104,Finance,Senior,0.8514944520872564,2024-09,2453.21,291.96,0.0,549.03,44.34,2151.8,135.4,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2024-10,2136.85,457.52,0.0,518.87,42.32,2033.18,144.9,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2024-11,2368.69,394.84,0.0,552.71,5.05,2205.77,145.2,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2024-12,2456.76,417.9,0.0,574.93,25.24,2274.49,126.8,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2025-01,2430.13,128.82,0.0,511.79,76.45,1970.71,137.2,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2025-02,2234.9,261.17,0.0,499.21,15.62,1981.24,136.1,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2025-03,2460.98,227.2,0.0,537.64,71.99,2078.55,138.3,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2025-04,2216.15,398.03,0.0,522.84,44.17,2047.17,131.9,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2025-05,2274.62,246.33,0.0,504.19,18.98,1997.78,151.0,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2025-06,2430.93,277.86,0.0,541.76,38.77,2128.26,145.7,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2025-07,2406.71,28.52,0.0,487.05,31.8,1916.38,146.9,Warehouse,USD
E100104,Finance,Senior,0.8514944520872564,2025-08,2366.89,241.78,0.0,521.73,79.84,2007.1,142.2,Warehouse,USD
E100105,HR,Middle,1.0,2024-09,1202.79,130.37,0.0,266.63,28.02,1038.51,153.3,HQ,USD
E100105,HR,Middle,1.0,2024-10,1244.38,176.2,0.0,284.12,3.9,1132.56,158.5,HQ,USD
E100105,HR,Middle,1.0,2024-11,1321.61,253.7,0.0,315.06,2.06,1258.19,156.9,HQ,USD
E100105,HR,Middle,1.0,2024-12,1306.25,244.54,0.0,310.16,25.56,1215.07,174.4,HQ,USD
E100105,HR,Middle,1.0,2025-01,1236.1,112.84,0.0,269.79,27.68,1051.47,157.2,HQ,USD
E100105,HR,Middle,1.0,2025-02,1232.1,32.95,0.0,253.01,14.49,997.55,163.6,HQ,USD
E100105,HR,Middle,1.0,2025-03,1328.01,0.0,0.0,265.6,44.81,1017.6,158.9,HQ,USD
E100105,HR,Middle,1.0,2025-04,1332.85,0.0,0.0,266.57,6.27,1060.01,159.8,HQ,USD
E100105,HR,Middle,1.0,2025-05,1247.81,205.05,0.0,290.57,18.1,1144.19,151.1,HQ,USD
E100105,HR,Middle,1.0,2025-06,1249.29,152.85,0.0,280.43,27.87,1093.84,153.7,HQ,USD
E100105,HR,Middle,1.0,2025-07,1329.9,101.74,0.0,286.33,15.03,1130.28,155.7,HQ,USD
E100105,HR,Middle,1.0,2025-08,1288.37,142.63,0.0,286.2,16.82,1127.98,167.4,HQ,USD
E100106,Logistics,Senior,0.9239491151928635,2024-09,1904.66,256.52,212.74,474.78,57.83,1841.31,143.0,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2024-10,1871.36,56.56,74.39,400.46,25.71,1576.14,144.6,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2024-11,2035.59,203.36,155.95,478.98,38.28,1877.64,132.9,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2024-12,1991.48,27.17,123.88,428.51,49.85,1664.17,149.9,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2025-01,2109.21,289.55,55.88,490.93,18.18,1945.53,153.8,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2025-02,1851.82,345.22,36.26,446.66,58.88,1727.76,143.9,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2025-03,2025.41,170.61,78.59,454.92,0.0,1819.69,145.4,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2025-04,1945.57,177.62,268.12,478.26,16.29,1896.76,143.3,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2025-05,1922.87,154.86,195.31,454.61,66.88,1751.55,142.2,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2025-06,2111.06,82.33,243.44,487.37,65.89,1883.57,147.0,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2025-07,1939.41,55.34,113.52,421.65,49.44,1637.18,131.3,Warehouse,USD
E100106,Logistics,Senior,0.9239491151928635,2025-08,2095.33,488.8,81.98,533.22,73.12,2059.77,153.0,Warehouse,USD
E100107,Logistics,Junior,0.9439245835912254,2024-09,818.54,81.46,35.66,187.13,8.57,739.96,143.3,HQ,USD
E100107,Logistics,Junior,0.9439245835912254,2024-10,869.06,44.83,90.31,200.84,13.59,789.77,150.8,HQ,USD
E100108,Production,Middle,0.9977752205150789,2024-09,1472.22,114.98,115.42,340.52,0.0,1362.1,163.2,HQ,USD
E100108,Production,Middle,0.9977752205150789,2024-10,1457.55,151.76,135.13,348.89,38.22,1357.33,149.3,HQ,USD
E100108,Production,Middle,0.9977752205150789,2024-11,1457.55,104.64,86.45,329.73,0.0,1318.91,159.5,HQ,USD
E100108,Production,Middle,0.9977752205150789,2024-12,1522.48,152.53,116.11,358.22,33.86,1399.04,155.3,HQ,USD
E100108,Production,Middle,0.9977752205150789,2025-01,1455.68,188.28,3.42,329.48,20.69,1297.21,163.5,HQ,USD
E100108,Production,Middle,0.9977752205150789,2025-02,1402.47,164.56,108.98,335.2,7.79,1333.02,161.6,HQ,USD
E100108,Production,Middle,0.9977752205150789,2025-03,1381.4,284.63,31.74,339.55,24.29,1333.93,168.1,HQ,USD
E100108,Production,Middle,0.9977752205150789,2025-04,1433.96,60.77,254.65,349.88,13.21,1386.29,159.1,HQ,USD
E100108,Production,Middle,0.9977752205150789,2025-05,1358.48,188.47,55.04,320.4,24.66,1256.93,157.8,HQ,USD
E100108,Production,Middle,0.9977752205150789,2025-06,1502.81,406.53,58.61,393.59,39.03,1535.33,157.0,HQ,USD
E100108,Production,Middle,0.9977752205150789,2025-07,1514.82,133.48,0.0,329.66,27.86,1290.78,156.4,HQ,USD
E100108,Production,Middle,0.9977752205150789,2025-08,1525.04,55.25,32.24,322.51,16.8,1273.22,171.2,HQ,USD
E100109,IT,Middle,0.843711565466015,2024-09,1657.78,264.19,0.0,384.39,49.24,1488.34,133.8,HQ,USD
E100109,IT,Middle,0.843711565466015,2024-10,1569.14,38.46,0.0,321.52,44.87,1241.21,124.9,HQ,USD
E100109,IT,Middle,0.843711565466015,2024-11,1665.55,213.2,0.0,375.75,39.59,1463.41,138.8,HQ,USD
E100109,IT,Middle,0.843711565466015,2024-12,1620.56,83.8,0.0,340.87,44.0,1319.49,130.0,HQ,USD
E100109,IT,Middle,0.843711565466015,2025-01,1594.19,263.7,0.0,371.58,15.36,1470.95,138.7,HQ,USD
E100109,IT,Middle,0.843711565466015,2025-02,1542.02,186.85,0.0,345.77,46.2,1336.9,136.2,HQ,USD
E100109,IT,Middle,0.843711565466015,2025-03,1622.28,74.06,0.0,339.27,32.31,1324.76,140.4,HQ,USD
E100109,IT,Middle,0.843711565466015,2025-04,1519.5,304.9,0.0,364.88,23.83,1435.69,151.5,HQ,USD
E100109,IT,Middle,0.843711565466015,2025-05,1570.97,219.54,0.0,358.1,40.1,1392.31,144.5,HQ,USD
E100109,IT,Middle,0.843711565466015,2025-06,1595.07,44.92,0.0,328.0,51.94,1260.05,137.2,HQ,USD
E100109,IT,Middle,0.843711565466015,2025-07,1532.33,185.07,0.0,343.48,0.0,1373.92,133.5,HQ,USD
E100109,IT,Middle,0.843711565466015,2025-08,1572.12,289.69,0.0,372.36,47.09,1442.36,139.6,HQ,USD
E100110,Sales,Middle,1.0,2024-09,1557.85,23.66,0.0,316.3,40.36,1224.85,165.0,HQ,USD
E100111,Production,Middle,1.0,2024-09,1373.96,368.6,0.0,348.51,22.14,1371.91,154.1,Warehouse,USD
E100111,Production,Middle,1.0,2024-10,1412.58,170.83,54.1,327.5,42.77,1267.24,151.2,Warehouse,USD
E100111,Production,Middle,1.0,2024-11,1453.62,70.22,46.49,314.07,11.21,1245.05,159.6,Warehouse,USD
E100112,Logistics,Senior,1.0,2024-09,2188.12,142.11,205.0,507.05,42.46,1985.72,168.5,Warehouse,USD
E100112,Logistics,Senior,1.0,2024-10,2034.59,240.7,44.48,463.95,40.55,1815.27,165.7,Warehouse,USD
E100112,Logistics,Senior,1.0,2024-11,2118.52,331.1,19.83,493.89,58.45,1917.11,155.4,Warehouse,USD
E100112,Logistics,Senior,1.0,2024-12,2138.7,265.77,269.58,534.81,18.09,2121.15,148.2,Warehouse,USD
E100112,Logistics,Senior,1.0,2025-01,2051.49,47.34,0.0,419.77,53.78,1625.28,160.0,Warehouse,USD
E100112,Logistics,Senior,1.0,2025-02,2242.15,208.32,45.15,499.12,81.85,1914.65,154.1,Warehouse,USD
E100112,Logistics,Senior,1.0,2025-03,2091.82,367.58,82.02,508.28,84.48,1948.66,155.8,Warehouse,USD
E100112,Logistics,Senior,1.0,2025-04,2254.79,441.38,53.96,550.03,28.34,2171.76,165.9,Warehouse,USD
E100112,Logistics,Senior,1.0,2025-05,2047.9,43.53,0.0,418.29,0.0,1673.14,164.8,Warehouse,USD
E100112,Logistics,Senior,1.0,2025-06,1993.69,216.61,0.0,442.06,17.98,1750.26,156.2,Warehouse,USD
E100112,Logistics,Senior,1.0,2025-07,2078.27,266.54,164.54,501.87,88.73,1918.75,159.8,Warehouse,USD
E100112,Logistics,Senior,1.0,2025-08,2279.47,141.1,0.0,484.11,37.56,1898.9,147.2,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2024-09,2048.6,133.91,0.0,436.5,0.94,1745.07,148.5,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2024-10,2222.01,11.92,0.0,446.79,64.4,1722.74,128.7,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2024-11,2119.59,145.54,0.0,453.03,30.93,1781.17,137.3,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2024-12,2178.06,378.53,0.0,511.32,41.61,2003.66,138.8,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2025-01,2102.81,281.86,0.0,476.93,39.06,1868.68,123.0,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2025-02,2020.0,248.36,0.0,453.67,32.04,1782.65,144.8,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2025-03,2118.38,497.99,0.0,523.27,41.9,2051.2,137.1,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2025-04,2186.02,7.22,0.0,438.65,40.67,1713.92,137.3,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2025-05,2109.01,223.85,0.0,466.57,0.0,1866.29,122.2,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2025-06,2199.76,95.74,0.0,459.1,75.39,1761.01,127.1,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2025-07,2053.25,336.25,0.0,477.9,24.22,1887.38,147.3,Warehouse,USD
E100113,Sales,Senior,0.8411102435821275,2025-08,2050.16,312.16,0.0,472.46,35.52,1854.34,139.8,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2024-09,871.4,96.56,118.93,217.38,12.1,857.41,164.1,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2024-10,916.36,41.42,55.61,202.68,18.39,792.32,151.2,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2024-11,916.35,119.35,42.49,215.64,17.7,844.85,157.3,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2024-12,848.94,110.18,15.11,194.85,39.53,739.85,146.7,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2025-01,951.3,80.48,144.62,235.28,6.47,934.65,161.4,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2025-02,964.93,138.32,107.9,242.23,31.03,937.89,154.4,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2025-03,847.34,0.0,46.57,178.78,10.22,704.91,156.5,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2025-04,893.83,132.59,0.0,205.28,19.2,801.94,148.2,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2025-05,901.56,181.06,71.58,230.84,28.39,894.97,170.5,Warehouse,USD
E100114,Production,Junior,0.987619070567034,2025-06,852.8,191.82,0.0,208.92,23.42,812.28,154.1,Warehouse,USD
